ENTRY NAME,CODE,PUBLICATION,WEBSERVER,LINK,FOLDER1,CATEGORY1,SUBCATEGORY1,SUBSUBCATEGORY1,DESCRIPTION,GITHUB_STARS,LAST_COMMIT,LAST_COMMIT_AGO,LICENSE,CITATIONS,JOURNAL,JIF,PAGE_ICON
PharMD,https://github.com/ci-lab-cz/pharmd,https://doi.org/10.3390/ijms20235834,,,Pharmacophore,Pharmacophore,From MD Simulations,,"PharMD retrieves pharmacophore models from molecular dynamics (MD) trajectories of protein-ligand complexes, identifies redundant pharmacophores, and performs virtual screening using multiple pharmacophore models.",33,2023-12-15T09:17:09Z,13 months ago,,19,International Journal of Molecular Sciences,4.9,material/dots-hexagon
Pharmmaker,https://github.com/prody/ProDy,,,http://prody.csb.pitt.edu/pharmmaker/,Pharmacophore,Pharmacophore,From MD Simulations,,Pharmacophore modeling model using outputs of druggability simulations. Uses multiple target conformations dependent on the binding poses of probes where they interact during druggability simulations (standalone and online).,459,2025-03-14T16:34:43Z,0 months ago,,,,,material/dots-hexagon
AncPhore,,,,https://ancphore.ddtmlab.org/index,Pharmacophore,Pharmacophore,Pharmacophore Model Generation,,,,,,,,,,material/dots-hexagon
OpenPharmaco,https://github.com/SeonghwanSeo/OpenPharmaco,https://doi.org/10.1039/D4SC04854G,,,Pharmacophore,Pharmacophore,PyMol plugin,,Open-source Protein-based Pharmacophore Modeling Software,21,2025-02-15T07:03:57Z,1 months ago,,2,Chemical Science,7.6,material/dots-hexagon
2DPharmSearch,https://github.com/arthuc01/2d-pharmacophore-search,,,,Pharmacophore,Pharmacophore,Python,,"2DPharmSearch is a simple RDKit script for scaffold hopping experiments, utilizing 2D pharmacophore comparisons against a library of compounds to identify structurally similar molecules.",4,2015-11-04T09:52:04Z,112 months ago,,,,,material/dots-hexagon
ACP4,https://github.com/tsudalab/ACP4,https://doi.org/10.1021/acs.jcim.2c01623,,,Pharmacophore,Pharmacophore,Python,,3D-Sensitive Encoding of Pharmacophore Features (compare ligand in 3D or ligand-binding sites (holo structures) can compare pockets) (standalone),15,2023-02-17T09:06:45Z,23 months ago,,3,Journal of Chemical Information and Modeling,5.6,material/dots-hexagon
Align-it,https://github.com/OliverBScott/align-it,https://doi.org/10.1016/j.jmgm.2008.04.003,,,Pharmacophore,Pharmacophore,Python,,"Align-it is a tool for aligning molecules according to their pharmacophores, facilitating the comparison and matching of molecular structures based on pharmacophoric features.",10,2022-01-10T09:53:17Z,36 months ago,,106,Journal of Molecular Graphics and Modelling,2.7,material/dots-hexagon
apo2ph4,https://github.com/molinfo-vienna/apo2ph4,,,,Pharmacophore,Pharmacophore,Python,,"apo2ph4 offers a versatile workflow for generating receptor-based pharmacophore models for virtual screening, focusing on the identification and utilization of pharmacophoric features derived from protein structures.",24,2023-03-07T15:04:11Z,22 months ago,,,,,material/dots-hexagon
CDPKit Pharm,,,,https://cdpkit.org/master/cdpl_api_doc/python_api_doc/namespaceCDPL_1_1Pharm.html,Pharmacophore,Pharmacophore,Python,,,,,,,,,,material/dots-hexagon
ConsensusPH4,https://github.com/AngelRuizMoreno/ConcensusPharmacophore/blob/main/tutorials/ConsensusPharmacophore.ipynb,https://doi.org/10.5281/zenodo.8276506,,,Pharmacophore,Pharmacophore,Python,,"This Jupyter notebook demonstrates the generation of consensus pharmacophore models, combining individual pharmacophore hypotheses to enhance virtual screening strategies.",6,2024-09-25T08:59:55Z,3 months ago,,0,,,material/dots-hexagon
GRAIL,,https://doi.org/10.1021/acs.jctc.8b00495,,https://cdpkit.org/master/cdpl_api_doc/python_api_doc/namespaceCDPL_1_1GRAIL.html,Pharmacophore,Pharmacophore,Python,,GRids of phArmacophore Interaction fieLds,,,,,18,Journal of Chemical Theory and Computation,5.7,material/dots-hexagon
OpenPharmacophore,https://github.com/uibcdf/OpenPharmacophore,,,,Pharmacophore,Pharmacophore,Python,,"OpenPharmacophore is an open-source library aimed at working with pharmacophore models, deriving pharmacophores from ligand, ligand-receptor, receptor-based methods, and molecular dynamics trajectories.",45,2023-07-06T08:35:33Z,18 months ago,,,,,material/dots-hexagon
PharmacoMatch,https://github.com/molinfo-vienna/PharmacoMatch,,,,Pharmacophore,Pharmacophore,Python,,3D Pharmacophore Screening through Neural Subgraph Matching,1,2025-02-13T19:30:13Z,0 months ago,,,,,material/dots-hexagon
PharmacoNet,https://github.com/SeonghwanSeo/PharmacoNet,https://doi.org/10.1039/D4SC04854G,,,Pharmacophore,Pharmacophore,Python,,"PharmacoNet is designed for accelerating large-scale virtual screening by incorporating deep pharmacophore modeling, achieving rapid and reasonably accurate structure-based scoring.",63,2025-02-07T07:50:31Z,0 months ago,,2,Chemical Science,7.6,material/dots-hexagon
PharmRF,https://github.com/Prasanth-Kumar87/PharmRF,https://doi.org/10.1002/jcc.26840,,,Pharmacophore,Pharmacophore,Python,,"PharmRF introduces a new scoring function to select the best crystal structures for pharmacophore-based virtual screening, employing a random forest regressor to predict high-affinity ligands.",2,2022-03-23T02:10:50Z,34 months ago,,6,Journal of Computational Chemistry,3.4,material/dots-hexagon
PMapper,https://github.com/DrrDom/pmapper,https://doi.org/10.3390/molecules23123094,,,Pharmacophore,Pharmacophore,Python,,"PMapper is a Python module designed to generate 3D pharmacophore signatures and fingerprints, enabling fast identification of identical pharmacophores through unique hash encoding.",102,2025-01-03T10:07:40Z,0 months ago,,46,Molecules,4.2,material/dots-hexagon
PSearch,https://github.com/meddwl/psearch,https://doi.org/10.3390/molecules23123094,,,Pharmacophore,Pharmacophore,Python,,"PSearch is a Python tool for generating 3D ligand-based pharmacophore models and performing virtual screening, facilitating the differentiation of active and inactive compounds via pharmacophore feature labeling.",48,2021-02-26T18:37:07Z,47 months ago,,46,Molecules,4.2,material/dots-hexagon
QPhar,https://github.com/StefanKohlbacher/QuantPharmacophore,https://doi.org/10.1186/s13321-021-00537-9,,,Pharmacophore,Pharmacophore,Python,,"QPhar provides code for quantitative pharmacophore activity relationship modeling, offering a method and validation for quantitative pharmacophore modeling documented in a publication.",11,2022-09-07T18:37:01Z,28 months ago,,13,Journal of Cheminformatics,7.1,material/dots-hexagon
Pharmit,,https://doi.org/10.1093%2Fnar%2Fgkw287,https://pharmit.csb.pitt.edu/,,Pharmacophore,Pharmacophore,Screening,Web-Servers,"Pharmit provides an interactive environment for the identification and visualization of pharmacophore models, enabling virtual screening against millions of compounds. It offers tools for specifying pharmacophores, flexibly searching chemical databases, and viewing results in 3D directly in the web browser.",,,,,275,Nucleic Acids Research,16.6,material/dots-hexagon
PheSA,https://github.com/joewah/PheSAExamples,https://doi.org/10.1021/acs.jcim.4c00516,,,Pharmacophore,Pharmacophore,Screening,,An Open-Source Tool for Pharmacophore-Enhanced Shape Alignment,10,2024-07-05T19:23:06Z,6 months ago,,1,Journal of Chemical Information and Modeling,5.6,material/dots-hexagon
DiffPhore,https://github.com/VicFisher/DiffPhore,https://doi.org/10.1038/s41467-025-57485-3,,,Pharmacophore,Pharmacophore,"VS, Docking",,,19,2025-03-12T10:17:22Z,,,0,Nature Communications,14.7,material/dots-hexagon
Roshambo,https://github.com/molecularinformatics/roshambo,https://doi.org/10.1021/acs.jcim.4c01225,https://oschem.biogen.com/,,Pharmacophore,Pharmacophore,,,Open-source package for molecular alignment and 3D similarity calculations optimized for large-scale virtual screening of small molecules.,74,2024-08-23T13:44:47Z,4 months ago,,0,Journal of Chemical Information and Modeling,5.6,material/dots-hexagon
Chimera Pharmacophore,https://github.com/josan82/chimera_p4,,,,Plugins,Chimera,,,,2,2019-06-14T08:37:29Z,68 months ago,,,,,material/power-plug
Tangram,https://github.com/insilichem/tangram,,,,Plugins,Chimera,,,,17,2019-03-26T16:41:41Z,70 months ago,,,,,material/power-plug
ChatMol,https://github.com/ChatMol/ChatMol,https://doi.org/10.18653/v1%2F2024.langmol-1.7,,,Plugins,PyMol,AI,,An Agent for Molecular Modeling and Computation Powered by LLMs,204,2025-03-11T14:07:11Z,0 months ago,,0,Proceedings of the 1st Workshop on Language + Molecules (L+M 2024),4.2,material/power-plug
DockingPie,https://github.com/paiardin/DockingPie,https://doi.org/10.1093/bioinformatics/btac452,,,Plugins,PyMol,Docking,,"DockingPie is a PyMOL plugin that offers a graphical interface for molecular and consensus docking analyses, integrating docking programs like Smina, Autodock Vina, RxDock, and ADFR.",69,2024-06-10T17:09:57Z,7 months ago,,35,Bioinformatics,4.4,material/power-plug
NRGSuite,,,,http://biophys.umontreal.ca/nrg/resources.html,Plugins,PyMol,Docking,,,,,,,,,,material/power-plug
PyMolFold,https://github.com/colbyford/PyMOLfold,https://doi.org/10.48550/arXiv.2502.00508,,,Plugins,PyMol,Protein Folding,,,88,2025-02-11T14:42:32Z,,,,,,material/power-plug
iPBAVizu,,https://doi.org/10.1093/nar/gkr333,,https://www.dsimb.inserm.fr/dsimb_tools/iPBAVizu/,Plugins,PyMol,,,iPBA: a tool for protein structure comparison using sequence alignment strategies,,,,,83,Nucleic Acids Research,16.6,material/power-plug
NRGSuite-Qt,,https://doi.org/10.1101/2025.01.23.634566,,https://nrg-qt.readthedocs.io/,Plugins,PyMol,,,"plugin for high-throughput virtual screening, molecular docking, normal-mode analysis, the study of molecular interactions and the detection of binding-site similarities",,,,,0,,,material/power-plug
ProBis H2O plugin,,doi:10.1021/acs.jcim.7b00443,,http://insilab.org/probis-h2o/,Plugins,PyMol,,,"ProBis H2O is a plugin for PyMOL that identifies conserved water sites in protein structures for drug design, supporting PyMOL version 2.3 and above on Linux and Windows.",,,,,43,,,material/power-plug
ProBis H2O-MD plugin,,https://doi.org/10.1021/acsmedchemlett.9b00651,,http://insilab.org/probis-h2o-md/,Plugins,PyMol,,,ProBiS H2O MD Approach for Identification of Conserved Water Sites in Protein Structures for Drug Design,,,,,18,ACS Medicinal Chemistry Letters,3.5,material/power-plug
ProBis plugin,,https://doi.org/10.1021/acs.jmedchem.6b01277,,http://insilab.org/probis-plugin/,Plugins,PyMol,,,"The ProBis plugin for PyMOL and UCSF Chimera enables users to detect protein binding sites, developed to work on Linux and tested in Windows environments, supporting PyMOL version 1.7.0.0 and UCSF Chimera version 1.11.",,,,,28,Journal of Medicinal Chemistry,6.8,material/power-plug
ChemPrice,https://github.com/bsaliou/ChemPrice/,https://doi.org/10.1002/cmtd.202400005,https://www.amdlab.nl/chemprice/,,Pricing,Pricing,,,a Python Package for Automated Chemical Price Search,10,2024-01-16T14:05:11Z,12 months ago,,0,Chemistry–Methods,6.1,material/currency-usd
WelQRate,,https://doi.org/10.48550/arXiv.2411.09820,,http://welqrate.org/,Property Prediction,Benchmarks,,,Gold Standard in Small Molecule Drug Discovery Benchmarking,,,,,0,,,material/bench-back
Practically significant method comparison protocols for machine learning in small molecule drug discovery.,,https://doi.org/10.26434/chemrxiv-2024-6dbwv-v2,,,Property Prediction,Guides,,,,,,,,0,,,material/dog-service
ACANET,https://github.com/shenwanxiang/ACANet,https://doi.org/10.21203/rs.3.rs-2988283%2F,,,Property Prediction,ML+AI,Activity Cliffs,,,12,2024-12-03T02:19:13Z,1 months ago,,0,,,simple/adobeillustrator
MoleculeACE,https://github.com/molML/MoleculeACE,https://doi.org/10.1021/acs.jcim.2c01073,,,Property Prediction,ML+AI,Activity Cliffs,,Molecule Activity Cliff Estimation (MoleculeACE) is a tool for evaluating the predictive performance on activity cliff compounds of machine learning models.,179,2025-02-15T09:08:47Z,9 months ago,,105,Journal of Chemical Information and Modeling,5.6,simple/adobeillustrator
AIR,https://github.com/WIMNZhao/AIR/tree/main,https://doi.org/10.1101/2024.09.23.614417,,,Property Prediction,ML+AI,AI-Augmented R-Group Exploration,,AI-Augmented R-Group Exploration in Medicinal Chemistry,14,2024-09-25T06:48:29Z,3 months ago,,0,,,simple/adobeillustrator
conv_qsar_fast,https://github.com/connorcoley/conv_qsar_fast,,,,Property Prediction,ML+AI,CNN,,QSAR|QSPR using descriptor-free molecular embedding,49,2017-06-06T21:20:25Z,92 months ago,,,,,simple/adobeillustrator
DeepPurpose,https://github.com/kexinhuang12345/DeepPurpose,https://doi.org/10.1093/bioinformatics/btaa1005,,,Property Prediction,ML+AI,Complete Package,,"A Deep Learning Library for Compound and Protein Modeling, DTI, Drug Property, PPI, DDI, Protein Function Prediction",1020,2024-06-10T00:41:46Z,7 months ago,,232,Bioinformatics,4.4,simple/adobeillustrator
Oloren ChemEngine,https://github.com/Oloren-AI/olorenchemengine/tree/master,,,,Property Prediction,ML+AI,Complete Package,,unified API for the development and use of molecular property predictors,98,2023-08-21T18:16:34Z,17 months ago,,,,,simple/adobeillustrator
SPOC,https://github.com/WhitestoneYang/spoc,https://doi.org/10.1002/cphc.202200255,,,Property Prediction,ML+AI,Complete Package,,A tool for calculating spatial and physicochemical descriptors from molecular dynamics simulations.,8,2024-01-14T15:15:30Z,12 months ago,,18,ChemPhysChem,2.3,simple/adobeillustrator
CLMFAP,https://github.com/CLMFAP/CLMFAP,https://doi.org/10.48550/arXiv.2502.11001,,,Property Prediction,ML+AI,Contrastive Learning,,Contrastive Learning-Based Multimodal Foundation Model for Molecular Property Prediction,,,,,,,,simple/adobeillustrator
MolCFL,https://github.com/tangxiangcsu/MolFCLSupplementary,https://doi.org/10.1093/bioinformatics%2Fbtaf061,,,Property Prediction,ML+AI,Contrastive Learning,,,,,,,0,Bioinformatics,4.4,simple/adobeillustrator
DeepNeuralNet-QSAR,https://github.com/Merck/DeepNeuralNet-QSAR,,,,Property Prediction,ML+AI,DNN,,For training a multi-task DNN with dense QSAR dataset(s),64,2018-10-24T20:07:26Z,75 months ago,,,,,simple/adobeillustrator
AIS-Ensemble,https://github.com/jlinghu/AIS-Ensemble-model,https://doi.org/10.1109/access.2021.3128742,,,Property Prediction,ML+AI,Ensemble,,"Ensemble Model With Bert,Roberta and Xlnet For Molecular property prediction",2,2024-08-19T06:34:23Z,5 months ago,,41,IEEE Access,3.4,simple/adobeillustrator
FewGS,https://github.com/zixiaodan-99/FewGS,,,,Property Prediction,ML+AI,Few-Shot,,"This repository contains source code and datasets for ""Few-Shot Graph and SMILES Learning for Molecular Property Prediction.""",0,2022-07-09T06:29:42Z,30 months ago,,,,,simple/adobeillustrator
Few-Shot-Learning-for-Low-Data-Drug-Discovery,https://github.com/danielvlla/Few-Shot-Learning-for-Low-Data-Drug-Discovery,https://doi.org/10.1021/acscentsci.6b00367,,,Property Prediction,ML+AI,Few-Shot,,Low Data Drug Discovery with One-Shot Learning,18,2022-06-24T14:20:24Z,31 months ago,,572,ACS Central Science,12.7,simple/adobeillustrator
FS-Mol,https://github.com/microsoft/FS-Mol/,https://openreview.net/pdf,,,Property Prediction,ML+AI,Few-Shot,,A Few-Shot Learning Dataset of Molecules,163,2021-12-08T14:07:23Z,37 months ago,,,,,simple/adobeillustrator
